,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Profit
203,FDI24,,Low Fat,0.078362484,Baking Goods,177.9,OUT027,1985,Medium,Tier 2,Supermarket Type3,6704.606,13.8
204,FDI19,15.1,Low Fat,0.052339069,Meat,242.8,OUT046,1997,Small,Tier1,Supermarket Type1,4119.9704,14.3
205,FDF24,15.5,Regular,0.042464962,Baking Goods,81.6,OUT010,1998,,,Grocery Store,327.5736,14.3
206,FDG52,13.65,Low Fat,0.065732883,Frozen Foods,45.7,OUT049,1999,Medium,Tier 2,Supermarket Type1,780.9834,13.8
207,DRF36,16.1,LF,0.023625114,Soft Drinks,189.4,OUT045,2002,,,Supermarket Type1,3630.6074,12.3
208,FDS45,,Regular,0.051643608,Snack Foods,107.4,OUT019,1985,Small,Tier1,Grocery Store,317.5866,12.0
209,FDX40,12.85,Low Fat,0.165694219,Frozen Foods,39.7,OUT010,1998,,,Grocery Store,231.6984,9.7
210,DRK12,9.5,LF,0.041878397,Soft Drinks,33.0,OUT035,2004,Small,Tier1,Supermarket Type1,133.16,13.7
211,DRC27,13.8,Low Fat,0.058091482,Dairy,245.2,OUT035,2004,Small,Tier1,Supermarket Type1,5650.6446,14.0
212,FDL58,5.78,Regular,0.0,Snack Foods,263.8,OUT017,2007,,,Supermarket Type1,2636.568,14.2
213,NCD30,19.7,Low Fat,0.026903714,Household,96.1,OUT045,2002,,,Supermarket Type1,1272.3438,14.7
214,NCZ54,14.65,Low Fat,0.0,Household,161.6,OUT010,1998,,,Grocery Store,324.9104,14.0
215,FDE10,6.67,Regular,0.150554711,Snack Foods,130.1,OUT010,1998,,  --,Grocery Store,131.1626,13.9
216,FDR44,6.11,Regular,0.0,Fruits and Vegetables,131.3,OUT010,1998,,,Grocery Store,260.9936,14.3
217,FDP28,13.65,Regular,0.134975628,Frozen Foods,260.1,OUT010,1998,,,Grocery Store,260.9936,3.2
218,FDX15,17.2,Low Fat,0.15616879,Meat,160.7,OUT013,1987,High,Tier 3,Supermarket Type1,3690.5294,14.3
219,FDA39,6.32,LF,0.0,Meat,40.3,OUT035,2004,Small,Tier1,Supermarket Type1,1139.1838,14.2
220,FDY24,4.88,Regular,0.133700752,Baking Goods,52.9,OUT049,1999,Medium,Tier 2,Supermarket Type1,1995.4026,14.3
221,FDC60,5.425,Regular,0.115119905,Baking Goods,88.4,OUT017,2007,,,Supermarket Type1,1416.8224,14.1
222,FDH28,15.85,Regular,0.110030997,Frozen Foods,37.3,OUT046,1997,Small,Tier1,Supermarket Type1,265.6542,14.1
223,FDT25,7.5,Low Fat,0.051038045,Canned,121.7,OUT017,2007,,na,Supermarket Type1,3552.7088,14.5
224,DRJ13,12.65,Low Fat,0.062837968,Soft Drinks,161.6,OUT013,1987,High,Tier 3,Supermarket Type1,2406.867,13.6
225,NCO07,,Low Fat,0.017116983,Others,212.0,OUT019,1985,Small,Tier1,Grocery Store,213.056,14.7
226,FDW20,20.75,Low Fat,0.024129332,Fruits and Vegetables,124.2,OUT013,1987,High,Tier 3,Supermarket Type1,2956.152,14.2
227,DRF27,,Low Fat,0.049754975,Dairy,152.1,OUT019,1985,Small,Tier1,Grocery Store,153.134,13.0
228,FDS49,9.0,Low Fat,0.0,Canned,79.8,OUT035,2004,Small,Tier1,Supermarket Type1,1649.8524,14.1
229,FDX25,,Low Fat,0.101561568,Canned,181.9,OUT027,1985,Medium,Tier 2,Supermarket Type3,3101.2964,13.3
230,NCX42,0.0,Low Fat,0.005949644,Household,165.7,OUT027,1985,Medium,Tier 2,Supermarket Type3,4769.1254,13.9
231,FDG33,0.0,Regular,0.13956116,Seafood,170.5,OUT027,1985,Medium,Tier 2,Supermarket Type3,3435.528,14.3
232,FDL56,14.1,Low Fat,0.126035694,Fruits and Vegetables,86.4,OUT045,2002,,na,Supermarket Type1,1133.8574,13.3
233,FDF14,7.55,Low Fat,0.027164679,Canned,152.3,OUT035,2004,Small,Tier1,Supermarket Type1,2603.278,14.0
234,NCD06,13.0,Low Fat,0.099325278,Household,45.4,OUT046,1997,Small,Tier1,Supermarket Type1,605.878,14.5
235,DRM47,0.0,Low Fat,0.04357366,Hard Drinks,192.9,OUT027,1985,Medium,Tier 2,Supermarket Type3,2293.0152,14.4
236,FDS46,0.0,Regular,0.082741482,Snack Foods,118.8,OUT019,1985,Small,Tier1,Grocery Store,119.1782,14.4
237,FDB35,12.3,Regular,0.064565202,Starchy Foods,93.0,OUT013,1987,High,Tier 3,Supermarket Type1,1929.4884,14.3
238,FDX21,0.0,LF,0.084554569,Snack Foods,109.9,OUT027,1985,Medium,Tier 2,Supermarket Type3,2074.6328,12.7
239,NCU05,0.0,Low Fat,0.058451805,Health and Hygiene,80.0,OUT027,1985,Medium,Tier 2,Supermarket Type3,241.6854,14.2
240,NCR38,17.25,Low Fat,0.113748685,Household,251.4,OUT045,2002,,na,Supermarket Type1,6795.1548,13.3
241,NCR18,15.85,Low Fat,0.020603511,Household,42.7,OUT017,2007,,na,Supermarket Type1,639.168,13.5
242,NCU41,18.85,Low Fat,0.052044976,Health and Hygiene,192.2,OUT035,2004,Small,Tier1,Supermarket Type1,3248.4382,14.5
243,FDY56,16.35,Regular,0.062764429,Fruits and Vegetables,227.6,OUT017,2007,,na,Supermarket Type1,7222.5984,13.8
244,DRJ51,14.1,Low Fat,0.087977262,Dairy,229.1,OUT035,2004,Small,Tier1,Supermarket Type1,3225.1352,14.4
245,FDK21,7.905,Low Fat,0.010010425,Snack Foods,249.0,OUT035,2004,Small,Tier1,Supermarket Type1,3755.112,14.0
246,FDY25,12.0,Low Fat,0.033946163,Canned,179.4,OUT013,1987,High,Tier 3,Supermarket Type1,3440.8544,11.7
247,FDU44,12.15,Regular,0.058414678,Fruits and Vegetables,163.5,OUT035,2004,Small,Tier1,Supermarket Type1,974.7312,13.7
248,FDL43,10.1,Low Fat,0.027106459,Meat,75.4,OUT049,1999,Medium,Tier 2,Supermarket Type1,535.969,14.4
249,FDF05,17.5,Low Fat,0.027022883,Frozen Foods,262.5,OUT017,2007,,na,Supermarket Type1,5259.82,13.5
250,DRF15,0.0,Low Fat,0.058153409,Dairy,152.0,OUT019,1985,Small,Tier1,Grocery Store,306.268,14.4
251,FDL20,17.1,Low Fat,0.128937661,Fruits and Vegetables,112.4,OUT018,2009,Medium,Tier 2,Supermarket Type2,1779.0176,13.4
252,FDV32,7.785,Low Fat,0.088846306,Fruits and Vegetables,61.5,OUT049,1999,Medium,Tier 2,Supermarket Type1,759.012,10.8
253,FDJ34,11.8,Regular,0.09357779,Snack Foods,126.0,OUT013,1987,High,Tier 3,Supermarket Type1,1877.556,14.2
254,FDG08,13.15,Regular,0.165694678,Fruits and Vegetables,171.9,OUT045,2002,,na,Supermarket Type1,3779.0808,14.0
255,FDQ04,0.0,Low Fat,0.148392623,Frozen Foods,41.6,OUT019,1985,Small,Tier1,Grocery Store,41.2796,13.6
256,FDW13,8.5,Low Fat,0.098438394,Canned,51.1,OUT017,2007,,na,Supermarket Type1,259.662,12.3
257,NCI17,8.645,Low Fat,0.143303291,Health and Hygiene,96.3,OUT013,1987,High,Tier 3,Supermarket Type1,193.082,13.9
258,FDY03,17.6,Regular,0.076276208,Meat,110.9,OUT045,2002,,na,Supermarket Type1,1687.803,13.8
259,FDS12,9.1,Low Fat,0.175103435,Baking Goods,127.5,OUT017,2007,,na,Supermarket Type1,4655.9394,13.0
260,FDJ55,12.8,Regular,0.023511371,Meat,225.9,OUT013,1987,High,Tier 3,Supermarket Type1,4950.8888,13.9
261,DRK01,7.63,Low Fat,0.06105276,Soft Drinks,95.4,OUT035,2004,Small,Tier1,Supermarket Type1,1418.154,12.7
262,FDG28,9.285,Regular,0.049559042,Frozen Foods,246.4,OUT017,2007,,na,Supermarket Type1,1225.072,14.4
263,FDY38,13.6,Regular,0.119418124,Dairy,231.0,OUT045,2002,,,Supermarket Type1,5359.69,12.9
264,FDN01,8.895,Low Fat,0.072545601,Breakfast,176.2,OUT045,2002,,,Supermarket Type1,1764.37,14.6
265,NCR54,16.35,Low Fat,0.090486828,Household,195.2,OUT013,1987,High,Tier 3,Supermarket Type1,2553.343,14.3
266,FDG29,17.6,Low Fat,0.056245075,Frozen Foods,43.3,OUT013,1987,High,Tier 3,Supermarket Type1,1006.6896,14.2
267,FDG24,7.975,Low Fat,0.014618973,Baking Goods,85.2,OUT013,1987,High,Tier 3,Supermarket Type1,1081.925,14.3
268,FDG59,15.85,Low Fat,0.043479126,Starchy Foods,36.7,OUT017,2007,,na,Supermarket Type1,308.9312,14.1
269,FDM28,15.7,Low Fat,0.045166237,Frozen Foods,178.7,OUT013,1987,High,Tier 3,Supermarket Type1,2516.724,14.4
270,FDW04,8.985,Regular,0.057827101,Frozen Foods,128.8,OUT046,1997,Small,Tier1,Supermarket Type1,1428.141,14.1
271,FDS26,20.35,Low Fat,0.089394766,Dairy,260.2,OUT013,1987,High,Tier 3,Supermarket Type1,2093.2752,12.6
272,FDQ56,6.59,Low Fat,0.10550944,Fruits and Vegetables,85.7,OUT013,1987,High,Tier 3,Supermarket Type1,1929.4884,13.1
273,FDK51,19.85,Low Fat,0.005234153,Dairy,264.1,OUT035,2004,Small,Tier1,Supermarket Type1,5829.7448,12.7
274,FDL22,16.85,Low Fat,0.036390174,Snack Foods,91.4,OUT046,1997,Small,Tier1,Supermarket Type1,2082.6224,14.3
275,FDH19,0.0,Low Fat,0.03292824,Meat,173.2,OUT027,1985,Medium,Tier 2,Supermarket Type3,7298.4996,12.2
276,FDY55,16.75,Low Fat,0.081252534,Fruits and Vegetables,256.5,OUT013,1987,High,Tier 3,Supermarket Type1,7452.9652,13.6
277,FDY03,17.6,Regular,0.076552407,Meat,110.5,OUT017,2007,,,Supermarket Type1,450.0808,13.7
278,FDK21,7.905,Low Fat,0.016758569,Snack Foods,250.4,OUT010,1998,,,Grocery Store,500.6816,13.2
279,FDZ10,0.0,Low Fat,0.044248175,Snack Foods,126.2,OUT027,1985,Medium,Tier 2,Supermarket Type3,3668.558,10.5
280,FDZ32,7.785,Regular,0.038288087,Fruits and Vegetables,103.2,OUT018,2009,Medium,Tier 2,Supermarket Type2,736.3748,14.6
281,NCZ18,7.825,Low Fat,0.186032678,Household,253.1,OUT035,2004,Small,Tier1,Supermarket Type1,6088.0752,14.1
282,NCF07,0.0,Low Fat,0.031867464,Household,101.0,OUT027,1985,Medium,Tier 2,Supermarket Type3,2125.2336,13.1
283,DRE49,20.75,Low Fat,0.021370201,Soft Drinks,153.0,OUT017,2007,,,Supermarket Type1,2277.036,13.4
284,FDJ08,0.0,Low Fat,0.193772568,Fruits and Vegetables,190.4,OUT019,1985,Small,Tier1,Grocery Store,573.2538,12.7
285,FDT39,6.26,Regular,0.009866049,Meat,151.1,OUT035,2004,Small,Tier1,Supermarket Type1,2267.049,13.7
286,FDE08,18.2,Low Fat,0.082551042,Fruits and Vegetables,147.4,OUT010,1998,,,Grocery Store,296.9468,13.4
287,NCD06,13.0,Low Fat,0.099729888,Household,46.3,OUT018,2009,Medium,Tier 2,Supermarket Type2,559.272,13.2
288,FDB57,20.25,Regular,0.018801549,Fruits and Vegetables,222.2,OUT035,2004,Small,Tier1,Supermarket Type1,5559.43,14.5
289,NCT54,8.695,Low Fat,0.119721451,Household,95.5,OUT049,1999,Medium,Tier 2,Supermarket Type1,1237.7222,13.8
290,DRF49,7.27,Low Fat,0.071222087,Soft Drinks,113.6,OUT045,2002,,,Supermarket Type1,569.259,13.4
291,FDM25,0.0,Regular,0.060371962,Breakfast,174.1,OUT027,1985,Medium,Tier 2,Supermarket Type3,3866.9664,14.4
292,FDF20,12.85,low fat,0.033287541,Fruits and Vegetables,198.5,OUT045,2002,,  --,Supermarket Type1,1379.5376,12.9
293,FDH27,7.075,Low Fat,0.05858462,Dairy,142.7,OUT018,2009,Medium,Tier 2,Supermarket Type2,1869.5664,10.6
294,FDV60,0.0,Regular,0.11679292,Baking Goods,196.2,OUT027,1985,Medium,Tier 2,Supermarket Type3,5499.508,13.3
295,FDY59,8.195,Low Fat,0.031452265,Baking Goods,94.3,OUT049,1999,Medium,Tier 2,Supermarket Type1,925.462,13.4
296,FDK36,7.09,Low Fat,0.00721395,Baking Goods,47.9,OUT035,2004,Small,Tier1,Supermarket Type1,583.2408,14.3
297,NCM31,6.095,Low Fat,0.081196619,Others,141.4,OUT046,1997,Small,Tier1,Supermarket Type1,1418.154,14.5
298,FDE33,19.35,Regular,0.049916364,Fruits and Vegetables,80.3,OUT017,2007,,  --,Supermarket Type1,942.7728,13.4
299,FDU36,6.15,Low Fat,0.04627095,Baking Goods,99.3,OUT046,1997,Small,Tier1,Supermarket Type1,2364.9216,14.4
300,FDV13,0.0,Regular,0.02747716,Canned,88.0,OUT027,1985,Medium,Tier 2,Supermarket Type3,3251.7672,13.9
301,FDV20,0.0,Regular,0.104704537,Fruits and Vegetables,125.3,OUT019,1985,Small,Tier1,Grocery Store,254.3356,13.1
302,NCQ54,17.7,Low Fat,0.012540003,Household,167.0,OUT035,2004,Small,Tier1,Supermarket Type1,5895.659,12.9
303,FDO23,17.85,Low Fat,0.147023834,Breads,93.7,OUT018,2009,Medium,Tier 2,Supermarket Type2,1134.5232,13.3
304,DRE60,9.395,Low Fat,0.159657596,Soft Drinks,225.0,OUT045,2002,,,Supermarket Type1,7696.648,12.6
305,DRP47,15.75,Low Fat,0.141398626,Hard Drinks,250.5,OUT017,2007,,  --,Supermarket Type1,2775.7202,12.8
306,FDB21,7.475,Low Fat,0.148821808,Fruits and Vegetables,241.3,OUT045,2002,,,Supermarket Type1,5317.0788,14.0
307,FDR04,7.075,Low Fat,0.0,Frozen Foods,98.0,OUT018,2009,Medium,Tier 2,Supermarket Type2,874.8612,14.2
308,FDX23,6.445,Low Fat,0.029691762,Baking Goods,92.6,OUT046,1997,Small,Tier1,Supermarket Type1,1039.9796,12.3
309,FDX19,19.1,Low Fat,0.096715523,Fruits and Vegetables,235.1,OUT035,2004,Small,Tier1,Supermarket Type1,3038.0454,14.0
310,FDD40,20.25,Regular,0.014790559,Dairy,193.6,OUT035,2004,Small,Tier1,Supermarket Type1,3848.324,14.4
311,FDA01,15.0,Regular,0.054378253,Canned,59.2,OUT046,1997,Small,Tier1,Supermarket Type1,527.3136,14.4
312,FDS33,6.67,Regular,0.123428594,Snack Foods,89.2,OUT046,1997,Small,Tier1,Supermarket Type1,2390.8878,8.9
313,FDM50,0.0,Regular,0.029943463,Canned,60.2,OUT027,1985,Medium,Tier 2,Supermarket Type3,1677.816,14.2
314,FDB29,16.7,Regular,0.052368061,Frozen Foods,112.7,OUT013,1987,High,Tier 3,Supermarket Type1,801.6232,13.9
315,FDF46,7.07,Low Fat,0.093861144,Snack Foods,115.6,OUT045,2002,,,Supermarket Type1,1267.0174,13.9
316,FDA33,6.48,Low Fat,0.033968647,Snack Foods,148.0,OUT045,2002,,,Supermarket Type1,886.8456,14.4
317,FDC08,19.0,Regular,0.173154079,Fruits and Vegetables,228.3,OUT010,1998,,,Grocery Store,452.744,14.2
318,FDB53,13.35,Low Fat,0.139735226,Frozen Foods,147.5,OUT045,2002,,,Supermarket Type1,3877.6192,13.8
319,FDY31,0.0,Low Fat,0.043351896,Fruits and Vegetables,146.6,OUT027,1985,Medium,Tier 2,Supermarket Type3,4414.254,10.9
320,DRQ35,0.0,Low Fat,0.042086652,Hard Drinks,122.4,OUT027,1985,Medium,Tier 2,Supermarket Type3,5448.9072,0.2
321,FDX36,9.695,Regular,0.12848269,Baking Goods,223.9,OUT049,1999,Medium,Tier 2,Supermarket Type1,4950.8888,14.7
322,DRD13,15.0,Low Fat,0.049357077,Soft Drinks,62.6,OUT017,2007,,  --,Supermarket Type1,958.752,13.3
323,FDC52,11.15,Regular,0.008326735,Dairy,150.0,OUT017,2007,,,Supermarket Type1,1956.1204,13.9
324,FDB45,20.85,Low Fat,0.021362955,Fruits and Vegetables,103.2,OUT049,1999,Medium,Tier 2,Supermarket Type1,2404.2038,8.0
325,NCK19,9.8,Low Fat,0.151420934,Others,194.3,OUT010,1998,,,Grocery Store,387.4956,13.4
326,FDV51,16.35,Low Fat,0.032511818,Meat,165.1,OUT013,1987,High,Tier 3,Supermarket Type1,994.7052,13.9
327,FDZ35,9.6,Regular,0.022323658,Breads,101.3,OUT045,2002,,,Supermarket Type1,1754.383,14.5
328,NCW17,0.0,Low Fat,0.019292355,Health and Hygiene,130.0,OUT027,1985,Medium,Tier 2,Supermarket Type3,3340.9844,9.5
329,FDV59,13.35,Low Fat,0.048124443,Breads,216.7,OUT045,2002,,,Supermarket Type1,3918.8988,14.2
330,DRH39,20.7,Low Fat,0.09261307,Dairy,76.4,OUT013,1987,High,Tier 3,Supermarket Type1,306.268,12.4
331,FDN60,0.0,Low Fat,0.094697274,Baking Goods,158.5,OUT027,1985,Medium,Tier 2,Supermarket Type3,4278.4308,14.3
332,FDU55,16.2,Low Fat,0.035984104,Fruits and Vegetables,260.6,OUT045,2002,,,Supermarket Type1,4425.5726,13.4
333,FDN58,0.0,Regular,0.056596985,Snack Foods,231.0,OUT027,1985,Medium,Tier 2,Supermarket Type3,9267.936,13.6
334,FDC41,0.0,Low Fat,0.2047,Frozen Foods,76.9,OUT019,1985,Small,Tier1,Grocery Store,229.701,14.3
335,FDO01,0.0,Regular,0.020618324,Breakfast,129.4,OUT027,1985,Medium,Tier 2,Supermarket Type3,2055.9904,13.4
336,NCO43,5.5,Low Fat,0.04709821,Others,101.3,OUT046,1997,Small,Tier1,Supermarket Type1,3339.6528,13.9
337,FDQ07,15.1,Regular,0.087584126,Fruits and Vegetables,221.7,OUT045,2002,,  --,Supermarket Type1,6410.3224,14.6
338,FDF28,15.7,Regular,0.038078899,Frozen Foods,122.9,OUT017,2007,,na,Supermarket Type1,1992.0736,13.2
339,FDM01,7.895,reg,0.095102092,Breakfast,104.4,OUT017,2007,,na,Supermarket Type1,2870.9296,13.3
340,FDY49,0.0,Regular,0.011953902,Canned,164.5,OUT027,1985,Medium,Tier 2,Supermarket Type3,2807.0128,12.3
341,FDR24,17.35,Regular,0.062799379,Baking Goods,88.2,OUT013,1987,High,Tier 3,Supermarket Type1,539.298,11.1
342,NCY18,7.285,Low Fat,0.031125709,Household,174.3,OUT013,1987,High,Tier 3,Supermarket Type1,4377.635,12.1
343,NCY30,20.25,Low Fat,0.026005891,Household,181.0,OUT045,2002,,na,Supermarket Type1,2716.464,14.8
344,FDJ22,0.0,Low Fat,0.09246392,Snack Foods,191.0,OUT019,1985,Small,Tier1,Grocery Store,383.5008,14.0
345,DRI37,15.85,Low Fat,0.107765165,Soft Drinks,59.6,OUT049,1999,Medium,Tier 2,Supermarket Type1,703.0848,14.4
346,FDL27,6.17,Low Fat,0.010647477,Meat,138.5,OUT049,1999,Medium,Tier 2,Supermarket Type1,1937.478,14.4
347,NCO30,19.5,Low Fat,0.015749341,Household,182.3,OUT049,1999,Medium,Tier 2,Supermarket Type1,3307.6944,12.7
348,NCB07,19.2,Low Fat,0.077628053,Household,197.6,OUT049,1999,Medium,Tier 2,Supermarket Type1,3142.576,14.3
349,FDX25,16.7,Low Fat,0.0,Canned,181.2,OUT018,2009,Medium,Tier 2,Supermarket Type2,2554.0088,10.0
350,FDP59,20.85,Regular,0.056695731,Breads,104.1,OUT018,2009,Medium,Tier 2,Supermarket Type2,1869.5664,13.7
351,FDR59,14.5,Regular,0.063993068,Breads,260.5,OUT045,2002,,na,Supermarket Type1,5494.8474,14.5
352,FDT27,11.395,Regular,0.069529262,Meat,233.2,OUT013,1987,High,Tier 3,Supermarket Type1,6093.4016,13.9
353,DRI01,7.97,Low Fat,0.034452949,Soft Drinks,174.0,OUT046,1997,Small,Tier1,Supermarket Type1,2586.633,13.3
354,FDU09,7.71,Regular,0.06670068,Snack Foods,55.3,OUT049,1999,Medium,Tier 2,Supermarket Type1,1255.6988,14.5
355,FDH26,19.25,Regular,0.034699737,Canned,141.7,OUT046,1997,Small,Tier1,Supermarket Type1,4093.3384,14.2
356,FDH27,7.075,Low Fat,0.058346939,Dairy,142.2,OUT046,1997,Small,Tier1,Supermarket Type1,3163.8816,14.6
357,FDN39,0.0,Regular,0.065203103,Meat,166.1,OUT027,1985,Medium,Tier 2,Supermarket Type3,5033.448,14.1
358,FDH40,11.6,Regular,0.078929571,Frozen Foods,79.9,OUT046,1997,Small,Tier1,Supermarket Type1,1137.1864,14.1
359,FDJ56,0.0,Low Fat,0.182514881,Fruits and Vegetables,98.8,OUT027,1985,Medium,Tier 2,Supermarket Type3,2696.49,14.4
360,DRN47,12.1,Low Fat,0.016895293,Hard Drinks,178.6,OUT018,2009,Medium,Tier 2,Supermarket Type2,898.83,14.5
361,NCO17,10.0,Low Fat,0.073379745,Health and Hygiene,118.2,OUT046,1997,Small,Tier1,Supermarket Type1,2756.412,14.7
362,FDX60,14.35,Low Fat,0.08075758,Baking Goods,81.9,OUT045,2002,,na,Supermarket Type1,878.856,14.2
363,FDT22,10.395,Low Fat,0.112271498,Snack Foods,58.2,OUT049,1999,Medium,Tier 2,Supermarket Type1,659.142,12.7
364,FDX26,0.0,Low Fat,0.153741385,Dairy,182.6,OUT019,1985,Small,Tier1,Grocery Store,182.4292,13.5
365,FDG45,8.1,Low Fat,0.127929521,Fruits and Vegetables,211.5,OUT013,1987,High,Tier 3,Supermarket Type1,3610.6334,12.5
366,FDD44,8.05,Regular,0.07838564,Fruits and Vegetables,256.5,OUT035,2004,Small,Tier1,Supermarket Type1,5153.292,10.0
367,FDS15,9.195,Regular,0.078502143,Meat,108.8,OUT017,2007,,na,Supermarket Type1,2588.6304,13.9
368,FDL51,20.7,Regular,0.047684831,Dairy,212.6,OUT018,2009,Medium,Tier 2,Supermarket Type2,1286.3256,14.5
369,FDL32,15.7,Regular,0.123159656,Fruits and Vegetables,110.2,OUT017,2007,,na,Supermarket Type1,1230.3984,12.5
370,FDZ07,0.0,Regular,0.0,Fruits and Vegetables,60.2,OUT027,1985,Medium,Tier 2,Supermarket Type3,1733.7432,14.5
371,NCW53,0.0,Low Fat,0.053392944,Health and Hygiene,193.8,OUT019,1985,Small,Tier1,Grocery Store,384.8324,14.4
372,NCA54,16.5,Low Fat,0.036715907,Household,180.0,OUT045,2002,,na,Supermarket Type1,3969.4996,12.5
373,FDX09,9.0,Low Fat,0.065236932,Snack Foods,176.4,OUT035,2004,Small,Tier1,Supermarket Type1,7763.228,14.3
374,FDO51,6.785,Regular,0.041947547,Meat,41.2,OUT013,1987,High,Tier 3,Supermarket Type1,809.6128,11.6
375,FDW49,19.5,Low Fat,0.082888496,Canned,178.6,OUT018,2009,Medium,Tier 2,Supermarket Type2,1253.7014,13.5
376,FDB27,7.575,Low Fat,0.055390121,Dairy,195.3,OUT046,1997,Small,Tier1,Supermarket Type1,5715.2272,12.2
377,FDF45,18.2,Regular,0.012194556,Fruits and Vegetables,57.8,OUT013,1987,High,Tier 3,Supermarket Type1,1464.76,11.4
378,FDV02,16.75,Low Fat,0.060495243,Dairy,169.8,OUT013,1987,High,Tier 3,Supermarket Type1,3251.1014,14.1
379,FDY28,7.47,Regular,0.0,Frozen Foods,214.3,OUT035,2004,Small,Tier1,Supermarket Type1,4274.436,13.7
380,FDX31,0.0,Regular,0.014753811,Fruits and Vegetables,231.8,OUT027,1985,Medium,Tier 2,Supermarket Type3,5375.0034,14.4
381,FDR43,0.0,Low Fat,0.160707489,Fruits and Vegetables,38.0,OUT027,1985,Medium,Tier 2,Supermarket Type3,1318.284,14.1
382,FDP51,13.85,Regular,0.085622362,Meat,119.4,OUT018,2009,Medium,Tier 2,Supermarket Type2,2251.7356,14.3
383,FDL52,6.635,Regular,0.046350909,Frozen Foods,37.5,OUT017,2007,,na,Supermarket Type1,1176.4686,13.6
384,FDR44,6.11,Regular,0.102920886,Fruits and Vegetables,130.5,OUT046,1997,Small,Tier1,Supermarket Type1,3523.4136,14.3
385,FDB34,15.25,Low Fat,0.026604781,Snack Foods,86.2,OUT035,2004,Small,Tier1,Supermarket Type1,610.5386,13.8
386,FDC50,15.85,Low Fat,0.0,Canned,96.4,OUT035,2004,Small,Tier1,Supermarket Type1,1237.7222,14.7
387,FDT57,15.2,Low Fat,0.031860325,Snack Foods,235.1,OUT010,1998,,na,Grocery Store,474.0496,14.4
388,FDP22,0.0,Regular,0.0,Snack Foods,52.7,OUT027,1985,Medium,Tier 2,Supermarket Type3,717.7324,12.7
389,DRE49,20.75,LF,0.021250002,Soft Drinks,150.5,OUT046,1997,Small,Tier1,Supermarket Type1,2580.6408,14.6
390,FDM40,10.195,Low Fat,0.159936948,Frozen Foods,143.2,OUT046,1997,Small,Tier1,Supermarket Type1,2552.6772,13.3
391,FDY32,7.605,Low Fat,0.129503146,Fruits and Vegetables,164.0,OUT045,2002,,na,Supermarket Type1,3914.904,14.8
392,FDW07,18.0,Regular,0.142688846,Fruits and Vegetables,88.6,OUT046,1997,Small,Tier1,Supermarket Type1,796.9626,13.9
393,FDU02,0.0,Low Fat,0.179484411,Dairy,228.9,OUT019,1985,Small,Tier1,Grocery Store,916.1408,14.0
394,NCF18,18.35,Low Fat,0.089163056,Household,191.4,OUT045,2002,,na,Supermarket Type1,3259.7568,12.8
395,FDQ56,6.59,Low Fat,0.105761491,Fruits and Vegetables,84.9,OUT049,1999,Medium,Tier 2,Supermarket Type1,1677.816,14.1
396,FDN58,13.8,reg,0.056960814,Snack Foods,230.1,OUT049,1999,Medium,Tier 2,Supermarket Type1,3707.1744,12.7
397,FDG35,21.2,Regular,0.00704098,Starchy Foods,173.6,OUT046,1997,Small,Tier1,Supermarket Type1,2954.1546,13.2
398,FDY34,10.5,Regular,0.011026594,Snack Foods,166.5,OUT018,2009,Medium,Tier 2,Supermarket Type2,2652.5472,14.5
399,NCE19,8.97,Low Fat,0.093203257,Household,52.8,OUT045,2002,,na,Supermarket Type1,1037.3164,13.4
400,NCK31,0.0,Low Fat,0.026916794,Others,51.0,OUT027,1985,Medium,Tier 2,Supermarket Type3,717.7324,14.0
401,NCJ29,10.6,Low Fat,0.035264298,Health and Hygiene,86.1,OUT045,2002,,na,Supermarket Type1,426.112,13.5
402,FDT59,13.65,Low Fat,0.015908424,Breads,231.2,OUT035,2004,Small,Tier1,Supermarket Type1,6911.004,14.4
403,NCX41,19.0,Low Fat,0.017719277,Health and Hygiene,211.0,OUT046,1997,Small,Tier1,Supermarket Type1,3811.0392,14.7
404,FDU45,0.0,Regular,0.035334201,Snack Foods,115.4,OUT027,1985,Medium,Tier 2,Supermarket Type3,2277.036,14.0
405,FDW24,0.0,Low Fat,0.065652494,Baking Goods,48.9,OUT019,1985,Small,Tier1,Grocery Store,48.6034,12.4
406,FDF22,6.865,Low Fat,0.056919038,Snack Foods,212.8,OUT049,1999,Medium,Tier 2,Supermarket Type1,5770.4886,6.8
407,FDM60,10.8,Regular,0.048143292,Baking Goods,40.2,OUT046,1997,Small,Tier1,Supermarket Type1,690.4346,13.9
408,FDR02,16.7,Low Fat,0.022047313,Dairy,110.3,OUT013,1987,High,Tier 3,Supermarket Type1,1890.2062,14.4
409,DRP35,0.0,Low Fat,0.090427268,Hard Drinks,126.2,OUT027,1985,Medium,Tier 2,Supermarket Type3,3195.84,14.6
410,FDS48,15.15,Low Fat,0.027779254,Baking Goods,150.2,OUT046,1997,Small,Tier1,Supermarket Type1,1504.708,13.9
411,NCZ42,10.5,Low Fat,0.0,Household,238.3,OUT010,1998,,na,Grocery Store,711.0744,10.3
412,FDZ38,17.6,Low Fat,0.008033611,Dairy,174.2,OUT018,2009,Medium,Tier 2,Supermarket Type2,4311.055,13.9
